im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-355	EXISTING SENIOR CLAIMS CAN CAPTURE THE UPSIDE OF A GOOD NEW PROJECT AND KILL THE INVESTMENT INCENTIVE	saturation_pass_survivor	E-091	exact source ids preserved in saturation file	E-091:Debt overhang	E-091:Existing claims	IM-296	Debt overhang transfers marginal upside to old claimants, the mirror image of downside-shifting risk seeking.	project	information_incentive	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-356	BEING SELECTED OR WINNING CAN ITSELF BE BAD NEWS ABOUT AN UNKNOWN COMMON VALUE	saturation_pass_survivor	E-163	exact source ids preserved in saturation file	E-163:Winner’s curse	E-163:Common value	IM-309	The event 'I won' reveals that one's estimate was unusually high relative to competitors.	select	general_mechanism	generic	static/unspecified	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-357	PUBLIC ACTIONS CAN ACCUMULATE UNTIL A NEW AGENT RATIONALLY IGNORES ITS OWN PRIVATE SIGNAL	saturation_pass_survivor	E-099	exact source ids preserved in saturation file	E-099:Information cascade	E-099:Sequential social learning	IM-021	Sequential social learning can generate information cascades/herding.	accumulate	observation_measurement;control_decision;information_incentive;sequential_time	observation/signal;action/policy	sequential	strategic/informational	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-358	SMALL PRIVATE NOISE CAN REMOVE COORDINATION MULTIPLICITY BY CREATING A UNIQUE THRESHOLD STRATEGY	saturation_pass_survivor	E-097	exact source ids preserved in saturation file	E-097:Global games	E-097:Noisy private information	IM-156	Noise does not merely select a branch after the fact; it can change the equilibrium set itself.	structural_relation	robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-359	CONTROL THE INFORMATION STRUCTURE RATHER THAN THE STATE TO CHANGE ANOTHER DECISION-MAKER'S ACTION	saturation_pass_survivor	E-401	exact source ids preserved in saturation file	E-401:Bayesian persuasion	E-401:Sender commitment to information structure	IM-014	Bayesian persuasion treats information design as the control variable under sender commitment.	control	control_decision;dynamics_memory;information_incentive	dynamic-state/path;action/policy	static/unspecified	strategic/informational	information/measurement control	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-360	COSTLESS NONBINDING MESSAGES ARE INFORMATIVE ONLY TO THE EXTENT SENDER AND RECEIVER INCENTIVES ALIGN	saturation_pass_survivor	E-406	exact source ids preserved in saturation file	E-406:Cheap talk	E-406:Nonbinding communication	IM-007	Credibility comes from equilibrium incentives rather than verification technology.	structural_relation	information_incentive;sequential_time	generic	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-361	VOLUNTARY VERIFIABLE DISCLOSURE CAN UNRAVEL RECURSIVELY FROM THE BEST TYPE DOWNWARD	saturation_pass_survivor	E-410	exact source ids preserved in saturation file	E-410:Disclosure unraveling	E-410:Ordered types + verifiable info	IM-022	Once the top type reveals, silence becomes worse news and pressures the next type to reveal.	structural_relation	information_incentive	generic	static/unspecified	selected/conditioned;strategic/informational	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-362	WHEN PAYOFF DEPENDS ON WHAT OTHERS EXPECT, HIGHER-ORDER BELIEFS CAN DOMINATE FUNDAMENTAL VALUE	saturation_pass_survivor	E-098	exact source ids preserved in saturation file	E-098:Beauty contest	E-098:Higher-order beliefs	IM-156	The relevant state includes beliefs about others' beliefs, not just the underlying fundamental.	structural_relation	information_incentive	latent/information-state	static/unspecified	strategic/informational	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-363	RAISING PRICE CAN FAIL TO CLEAR A MARKET BECAUSE PRICE CHANGES THE QUALITY OR BEHAVIOR OF WHO REMAINS	saturation_pass_survivor	E-090	exact source ids preserved in saturation file	E-090:Credit rationing	E-090:Adverse selection/moral hazard	IM-097	Credit rationing arises because the price is also a selection/incentive variable.	structural_relation	optimization_constraints	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-364	DECENTRALIZATION TRADES A LOCAL INFORMATION ADVANTAGE AGAINST OBJECTIVE MISALIGNMENT	saturation_pass_survivor	E-231; E-232	exact source ids preserved in saturation file	E-231:Delegation | E-232:Delegation loss	E-231:Information distribution | E-232:Misaligned incentives	IM-077	Delegation can improve use of dispersed information while worsening control of the local agent's objective.	structural_relation	optimization_constraints;information_incentive;sequential_time	generic	sequential	strategic/informational	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-365	AN UNPRICED EXTERNAL EFFECT CAN BE INTERNALIZED BY ADDING ITS MARGINAL SOCIAL COST TO THE PRIVATE DECISION	saturation_pass_survivor	E-049; E-201	exact source ids preserved in saturation file	E-049:Pigouvian correction | E-201:Pigouvian tax	E-049:External cost/benefit measurable | E-201:Externality measurement	IM-279	Pigouvian correction creates a shadow price for a missing transaction channel.	structural_relation	control_decision;optimization_constraints	action/policy	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-366	COUPLED OSCILLATORS CAN ADJUST THEIR PHASES/FREQUENCIES UNTIL A COLLECTIVE RHYTHM LOCKS	saturation_pass_survivor	P-057	exact source ids preserved in saturation file	P-057:Synchronization	P-057:Coupling	IM-156	Synchronization is a dynamical locking process, not merely static branch selection.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-367	DYNAMICS CAN SLOW BY ORDERS OF MAGNITUDE WITHOUT A CORRESPONDING ORDINARY STATIC ORDERING TRANSITION	saturation_pass_survivor	P-052	exact source ids preserved in saturation file	P-052:Glass transition	P-052:Frustration/complex energy landscape	IM-222	Glass-like slowdown separates dynamical arrest from obvious static-state change.	structural_relation	dynamics_memory	dynamic-state/path	dynamic;multiscale	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-368	CURVATURE/CHEMICAL-POTENTIAL DIFFERENCES CAN MOVE MATERIAL FROM SMALL STRUCTURES TO LARGE ONES, GROWING THE CHARACTERISTIC SCALE	saturation_pass_survivor	P-082; P-083; P-149	exact source ids preserved in saturation file	P-082:Coarsening | P-083:Ostwald ripening | P-149:Coarsening dynamics	P-082:Interfacial energetics | P-083:Diffusive mass transport | P-149:Interfacial dynamics	IM-057	Coarsening is a systematic redistribution of conserved/interfacial material, not merely cluster formation.	structural_relation	optimization_constraints	generic	multiscale	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-369	LOCAL PAIRWISE MERGERS CAN CREATE A FINITE-TIME MACROSCOPIC CONNECTED AGGREGATE	saturation_pass_survivor	P-086; P-087	exact source ids preserved in saturation file	P-086:Smoluchowski coagulation | P-087:Gelation	P-086:Collision kernel | P-087:Kernel growth conditions	IM-166, IM-176	Gelation is a dynamic giant-cluster transition produced by repeated coagulation.	merge	network_transport;sequential_time	generic	finite-horizon	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-370	A MOVING ENTITY CAN DRAG A SELF-CREATED DEFORMATION CLOUD, SO THE EFFECTIVE MOVING OBJECT IS THE COMPOSITE	saturation_pass_survivor	P-260	exact source ids preserved in saturation file	P-260:Polaron	P-260:Particle-medium coupling	IM-003	Polaron-like self-dressing changes effective mobility/inertia because the medium deformation travels with the unit.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-371	DIFFERENT TRANSPORT RATES OF TWO COMPONENTS CAN DESTABILIZE AN OTHERWISE STABLE COMBINED GRADIENT	saturation_pass_survivor	P-580	exact source ids preserved in saturation file	P-580:Salt-finger instability	P-580:Thermohaline double diffusion	IM-277	Double diffusion creates instability from timescale mismatch between coupled transported quantities.	stabilize→transport	network_transport	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-372	A DENSELY PACKED SYSTEM MAY HAVE TO CREATE EXTRA FREE VOLUME BEFORE IT CAN SHEAR	saturation_pass_survivor	P-677	exact source ids preserved in saturation file	P-677:Reynolds dilatancy	P-677:Dense granular packing	IM-005	Motion itself changes the geometric capacity constraint through dilatancy.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-373	MACROSCOPIC DEFORMATION CAN BE CARRIED BY SPARSE MOBILE DEFECTS, AND OBSTACLES CAN PILE THEM UP INTO LARGE LOCAL STRESS	saturation_pass_survivor	P-231; P-232	exact source ids preserved in saturation file	P-231:Dislocation glide | P-232:Dislocation pile-up	P-231:Crystal defects | P-232:Barriers	IM-042	Bulk response is mediated by low-dimensional defects whose blocked transport amplifies local fields.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-374	REPEATED INDIVIDUALLY SUBCRITICAL LOAD CYCLES CAN GROW A HIDDEN DEFECT UNTIL FAILURE	saturation_pass_survivor	P-233	exact source ids preserved in saturation file	P-233:Crack fatigue	P-233:Cyclic loading	IM-142	Fatigue accumulates irreversible state under cycles that are each below the one-shot failure threshold.	structural_relation	optimization_constraints	latent/information-state;resource/flow	static/unspecified	latent/partial	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-375	MOBILE DEGREES OF FREEDOM CAN REARRANGE THEMSELVES TO ATTENUATE A LONG-RANGE INFLUENCE	saturation_pass_survivor	P-021; P-048	exact source ids preserved in saturation file	P-021:Screening | P-048:Screening length	P-021:Mobile compensating degrees of freedom | P-048:Mobile response	IM-087	Screening is an endogenous compensating response of the medium that weakens the source at distance.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-376	LOCALLY STABLE REACTION DYNAMICS CAN BECOME SPATIALLY UNSTABLE SOLELY BECAUSE COMPONENTS DIFFUSE AT DIFFERENT RATES	saturation_pass_survivor	P-090	exact source ids preserved in saturation file	P-090:Turing instability	P-090:Reaction-diffusion coupling	IM-057	Turing instability creates pattern through transport asymmetry, not local instability.	structural_relation	control_decision;dynamics_memory	dynamic-state/path;action/policy	dynamic	unspecified	active control/decision	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-377	AN INTERMEDIATE AMOUNT OF NOISE CAN IMPROVE DETECTION OR REGULARITY WHEN ZERO AND LARGE NOISE BOTH PERFORM WORSE	saturation_pass_survivor	P-065; P-066; P-376; P-377	exact source ids preserved in saturation file	P-065:Stochastic resonance | P-066:Coherence resonance | P-376:Stochastic resonance threshold crossing | P-377:Coherence resonance optimum	P-065:Threshold/nonlinear system | P-066:Excitable dynamics | P-376:Noise + bistability | P-377:Excitable system	IM-097	Noise can be a constructive control variable in threshold/excitable systems, with a nonmonotone optimum.	detect	observation_measurement;robustness_error	generic	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
