id	domain	source_concept	primitive	constraint_shell
P-816	Physics	Gain switching	Pump/gain’i zamanla hızlı modulate ederek lasing threshold’unu transient cross ettir ve short pulse oluştur	Time-dependent gain
P-817	Physics	Mode locking	Many longitudinal cavity modes’un relative phases’ini lock et; continuous/random interference yerine periodically aligned ultrashort pulse oluşsun	Multimode coherent cavity
P-818	Physics	Active mode locking	External periodic modulation cavity modes arasında fixed phase relation oluşturur	Driven modulation
P-819	Physics	Passive mode locking	Intensity-dependent loss/nonlinearity high-intensity short pulse’a low-intensity continuous field’den larger net round-trip gain verir	Nonlinear intracavity element
P-820	Physics	Injection locking	External coherent signal free-running oscillator’ın frequency/phase’ını finite detuning range içinde kendi frequency’sine çekip lock edebilir	Driven nonlinear oscillator
P-821	Physics	van der Waals colloidal attraction	Neutral-looking particles fluctuating electromagnetic polarization nedeniyle short-range net attraction taşıyabilir	Close colloidal surfaces
P-822	Physics	Electric double layer	Charged particle surface çevresinde counterions redistribute olup screening cloud oluşturur	Ionic fluid
P-823	Physics	DLVO competition	Net pair interaction’ı van der Waals attraction + screened electrostatic repulsion balance’ından oluştur	Charged colloids
P-824	Physics	DLVO energy barrier	Particles attractive minimum’a ulaşmadan önce electrostatic repulsive barrier geçmek zorunda olabilir	Competing interactions
P-825	Physics	Critical coagulation concentration	Salt concentration screening’i yeterince güçlendirince repulsive barrier collapse edip rapid aggregation açılabilir	Electrolyte-controlled stability
P-826	Physics	Zeta-potential proxy	Surface charge’ın tamamını değil moving particle ile fluid arasındaki shear plane’de effective electrokinetic potential’ı ölç	Electrokinetics
P-827	Physics	Depletion attraction	Small nonadsorbing particles big colloids arasındaki narrow gap’e giremeyince outside osmotic pressure big particles’i birbirine iter	Size-asymmetric mixture
P-828	Physics	Asakura–Oosawa mechanism	Depletion zones overlap ettiğinde small particles için accessible volume artar; entropy/osmotic pressure colloids’i attract eder	Ideal/weakly interacting depletant
P-829	Physics	Steric stabilization	Particle surfaces’a polymer layers ekle; approach polymer conformations/overlap için costly hale gelsin ve aggregation engellensin	Grafted/adsorbed polymers
P-830	Physics	Polymer-brush repulsion	Dense tethered chains compress edilince osmotic + entropic penalty sharp repulsive force üretir	Brush-coated surfaces
P-831	Physics	Bridging flocculation	Bir polymer chain aynı anda two particles’a adsorb olup literal molecular bridge kurarak attraction yaratabilir	Adsorbing polymer
P-832	Physics	Depletion flocculation	Polymer adsorb olmadan da excluded-volume/osmotic mechanism particles’i aggregate edebilir	Nonadsorbing polymer
P-833	Physics	SALR interaction	Short-range attraction particles’i cluster yapmaya çekerken long-range repulsion unlimited coalescence’ı engeller	Competing-range forces
P-834	Physics	Equilibrium finite-cluster phase	Attraction aggregation başlatır ama longer-range repulsion cluster büyüklüğünü finite scale’da arrest edebilir	SALR
P-835	Physics	Colloidal gelation	Attractive bonds particles arasında system-spanning slowly relaxing network kurarak fluid-like dispersion’ı solid-like arrested state’e geçirir	Attractive colloids
P-836	Physics	Arrested phase separation	Demixing/coarsening başlar ama dense phase glass/gel gibi arrest olduğu için ordinary macroscopic phase separation tamamlanmaz	Attraction + dynamical arrest
P-837	Physics	Patchy-particle valence control	Attraction particle surface’in yalnız birkaç patches’inde mümkün olsun; maximum neighbor/bond count geometrically sınırla	Directional interaction sites
P-838	Physics	Directional colloidal self-assembly	Same isotropic particles yerine bond direction/orientation rules ekleyerek selected architectures favor et	Anisotropic interactions
P-839	Physics	Capillary colloid attraction	Fluid interface’i deforme eden particles birbirlerini direct molecular force olmadan shared interface deformation üzerinden çekebilir/itebilir	Particles at interface
P-840	Physics	Colloidal crystallization	Thermal motion + pair interactions uygun density/range’de particles’i long-range positional order taşıyan lattice’e self-organize edebilir	Brownian colloids
P-841	Physics	Langmuir adsorption	Surface sites finite; gas molecules vacant sites’e adsorb olur ve increasing pressure coverage’ı saturation’a götürür	Finite identical sites
P-842	Physics	Surface coverage	Catalyst’ın active sites’inin ne kadarı hangi species tarafından occupied diye state variable taşı	Adsorbing surface
P-843	Physics	Adsorption–desorption balance	Molecules surface’e gelirken diğerleri leave eder; steady coverage opposing flux balance’ından çıkar	Reversible adsorption
P-844	Physics	Competitive adsorption	Several species same site population için yarışıyorsa one species coverage diğerinin available sites’ini azaltır	Shared catalytic sites
P-845	Physics	Site blocking	Species react etmese bile active location’ı occupy ederek productive reactant’ın access’ini engelleyebilir	Finite surface capacity
P-846	Physics	Langmuir–Hinshelwood reaction	Reactant A ve B önce surface’e adsorb olur; reaction two adsorbed species karşılaştığında gerçekleşir	Surface diffusion/adjacency
P-847	Physics	Eley/Langmuir–Rideal-type reaction	One species surface’de adsorbed; other mobile/gas-phase species surface-bound reactant’la direct react eder	One adsorbed reactant
P-848	Physics	Mars–van Krevelen mechanism	Reactant catalyst lattice atomunu—tipik oxygen—reaction’da tüketir; gas-phase oxidant sonra catalyst lattice’i restore eder	Redox catalyst
P-849	Physics	Catalyst lattice participation	Catalyst yalnız passive platform değildir; kendi atomic species’i reaction intermediate/product formation’a girer	Reactive catalyst solid
P-850	Physics	Catalyst reoxidation/regeneration	Reaction catalyst’ı locally reduced/depleted yapar; another feed species active lattice state’i restore eder	Cyclic catalyst state
P-851	Physics	Oxygen-vacancy cycle	Lattice oxygen reaction’da çıkınca vacancy oluşur; vacancy oxygen uptake/migration ile sonra doldurulur	Reducible oxide
P-852	Physics	Surface spillover	Adsorbed/reactive species bir active material’dan adjacent support/phase’e migrate ederek remote sites’i etkiler	Multi-component catalyst
P-853	Physics	Catalyst poisoning	Strongly bound impurity/reactant active sites’i uzun süre occupy veya chemically modify ederek activity düşürür	Site-specific contamination
P-854	Physics	Selective poisoning	Poison bütün sites’i equally etkilemez; specific high-activity ensemble’ları preferentially disable edebilir	Heterogeneous active sites
P-855	Physics	Catalyst coking	Carbonaceous deposits surface/pore network üzerinde accumulate olup sites ve transport paths’i kapatır	Hydrocarbon reactions
P-856	Physics	Catalyst sintering	Small active particles high temperature’da coalesce/grow; exposed active surface area azalır	Thermal restructuring
P-857	Physics	Structure sensitivity	Same chemical composition different particle size/facet/ensemble geometry’de different turnover rate/selectivity gösterebilir	Heterogeneous surface sites
P-858	Physics	Sabatier optimum	Reactant surface’e çok weak bağlanırsa activate olmaz; çok strong bağlanırsa product/intermediate ayrılamaz; intermediate binding optimum verir	Adsorption-energy tradeoff
P-859	Physics	Volcano relation	Catalyst activity descriptor/binding strength boyunca low→high→low pattern gösterebilir çünkü activation ve release opposite directions ister	Sabatier tradeoff
P-860	Physics	Surface-reconstruction feedback	Reaction conditions adsorbate coverage/oxidation state’i değiştirir; catalyst surface structure yeniden organize olur ve yeni structure reaction kinetics’i değiştirir	Dynamic catalyst surface
P-861	Physics	Lithium intercalation	Li ions host crystal’ı tamamen destroy etmeden existing structural sites/layers içine girsin	Intercalation electrode
P-862	Physics	Deintercalation	Stored Li host structure’dan çıkarılıp electrolyte üzerinden karşı electrode’a taşınsın	Reversible insertion
P-863	Physics	Graphite staging	Lithium graphite layers’a uniformly değil ordered occupied/unoccupied layer patterns halinde girebilir	Layered host
P-864	Physics	Solid-state diffusion limitation	Surface’de Li available olsa bile particle interior’a diffusion slow ise full active material hızlı kullanılamaz	Finite diffusion coefficient
P-865	Physics	Concentration polarization	Fast current local lithium concentration gradients yaratıp interface potential/transport driving force’u distort eder	Finite mass transport
P-866	Physics	Charge-transfer overpotential	Electrochemical reaction finite rate taşıdığı için desired current equilibrium potential’dan extra voltage displacement ister	Electrode interface
P-867	Physics	Butler–Volmer kinetics	Forward/reverse charge-transfer rates overpotential ile nonlinear/exponential biçimde bias olur	Activated electrochemistry
P-868	Physics	SEI formation	Electrolyte reduction products negative electrode üzerinde thin passivating solid layer oluşturur	Reactive electrode/electrolyte interface
P-869	Physics	Selective SEI transport	Useful SEI Li ions geçirsin ama electrons’ı block ederek continued electrolyte reduction’ı bastırsın	Mixed ionic/electronic transport
P-870	Physics	SEI growth	Passivation complete freeze değildir; slow transport/leakage üzerinden layer cycling/calendar time ile kalınlaşabilir	Aging interface
