rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
898	PARENT:IM178_IM326_TWMR	LCB-K049	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
899	PARENT:IM178_IM326_TWMR	LCB-K055	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
900	PARENT:IM178_IM326_TWMR	LCB-K056	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
901	PARENT:IM178_IM326_TWMR	LCB-K068	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
902	PARENT:IM178_IM326_TWMR	LCB-K086	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
903	PARENT:IM178_IM326_TWMR	LCB-K090	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
904	PARENT:IM178_IM326_TWMR	LCB-K091	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
905	PARENT:IM178_IM326_TWMR	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
906	PARENT:IM178_IM326_TWMR	PARENT:IM340_IM280_CWC	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
907	PARENT:IM178_IM326_TWMR	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
908	PARENT:IM178_IM326_TWMR	PARENT:IM401_IM030_MFPA	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
909	PARENT:IM178_IM326_TWMR	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
910	PARENT:IM178_IM326_TWMR	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
911	PARENT:IM178_IM326_TWMR	PARENT:R008_E612_E613_LGID	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
912	PARENT:IM178_IM326_TWMR	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
913	PARENT:IM178_IM326_TWMR	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
914	PARENT:IM178_IM326_TWMR	PARENT:R041_CONSTRAINED_POLICY_CAPL	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
915	PARENT:IM178_IM326_TWMR	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
916	PARENT:IM178_IM326_TWMR	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
917	PARENT:IM274_IM290_OWS	FOUNDRY:P137	26.0	False	True	UNADJUDICATED	gate	support	audit,calibration,control,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
918	PARENT:IM274_IM290_OWS	FOUNDRY:P138	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
919	PARENT:IM274_IM290_OWS	LCB-K010	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
920	PARENT:IM274_IM290_OWS	LCB-K048	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
921	PARENT:IM274_IM290_OWS	LCB-K056	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
922	PARENT:IM274_IM290_OWS	LCB-K086	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
923	PARENT:IM274_IM290_OWS	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
924	PARENT:IM274_IM290_OWS	PARENT:IM340_IM280_CWC	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
925	PARENT:IM274_IM290_OWS	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
926	PARENT:IM274_IM290_OWS	PARENT:R008_E612_E613_LGID	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
927	PARENT:IM274_IM290_OWS	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	gate	support	audit,calibration,control,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
928	PARENT:IM274_IM290_OWS	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	gate	support	audit,calibration,control,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
929	PARENT:IM274_IM290_OWS	PARENT:R041_CONSTRAINED_POLICY_CAPL	26.0	False	True	UNADJUDICATED	gate	support	calibration,control,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
930	PARENT:IM274_IM290_OWS	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	gate	support	audit,calibration,control,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
931	PARENT:IM334_IM094_DRE	FOUNDRY:P140	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,decision,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
932	PARENT:IM334_IM094_DRE	FOUNDRY:P141	26.0	False	True	UNADJUDICATED	evidence	decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
933	PARENT:IM334_IM094_DRE	FOUNDRY:P142	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
934	PARENT:IM334_IM094_DRE	FOUNDRY:P143	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
935	PARENT:IM334_IM094_DRE	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED	evidence	decision	boundary,calibration,control,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
936	PARENT:IM334_IM094_DRE	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
937	PARENT:IM334_IM094_DRE	PARENT:R001_C313_BPISD	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
938	PARENT:IM334_IM094_DRE	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,control,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
939	PARENT:IM334_IM094_DRE	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,control,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
940	PARENT:IM359_IM014_AICC	FOUNDRY:P140	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,decision,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
941	PARENT:IM359_IM014_AICC	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
942	PARENT:IM359_IM014_AICC	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED	evidence	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
943	PARENT:IM359_IM014_AICC	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	evidence	decision	allocation,calibration,confounding,control,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
944	PARENT:IM359_IM014_AICC	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	evidence	decision	allocation,calibration,confounding,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
945	PARENT:IM359_IM014_AICC	PARENT:R001_C313_BPISD	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
946	PARENT:IM359_IM014_AICC	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED	evidence	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
947	PARENT:IM359_IM014_AICC	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
948	PARENT:IM406_IM037_ACRA	FOUNDRY:P137	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
949	PARENT:IM406_IM037_ACRA	FOUNDRY:P140	26.0	False	True	UNADJUDICATED	evidence	decision	calibration,decision,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
950	PARENT:IM406_IM037_ACRA	FOUNDRY:P143	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,integrality,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
951	PARENT:IM406_IM037_ACRA	LCB-K003	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
952	PARENT:IM406_IM037_ACRA	LCB-K010	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
953	PARENT:IM406_IM037_ACRA	LCB-K015	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
954	PARENT:IM406_IM037_ACRA	LCB-K035	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
955	PARENT:IM406_IM037_ACRA	LCB-K048	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
956	PARENT:IM406_IM037_ACRA	LCB-K049	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
957	PARENT:IM406_IM037_ACRA	LCB-K055	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
958	PARENT:IM406_IM037_ACRA	LCB-K056	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
959	PARENT:IM406_IM037_ACRA	LCB-K068	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
960	PARENT:IM406_IM037_ACRA	LCB-K086	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
961	PARENT:IM406_IM037_ACRA	LCB-K090	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
962	PARENT:IM406_IM037_ACRA	LCB-K091	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
963	PARENT:IM406_IM037_ACRA	PARENT:IM340_IM280_CWC	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
964	PARENT:IM406_IM037_ACRA	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
965	PARENT:IM406_IM037_ACRA	PARENT:R001_C313_BPISD	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
966	PARENT:IM406_IM037_ACRA	PARENT:R008_E612_E613_LGID	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
967	PARENT:IM406_IM037_ACRA	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
968	PARENT:IM406_IM037_ACRA	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
969	PARENT:IM406_IM037_ACRA	PARENT:R041_CONSTRAINED_POLICY_CAPL	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
970	PARENT:IM406_IM037_ACRA	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
971	PARENT:IM406_IM037_ACRA	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED	evidence	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
972	PARENT:R001_C313_BPISD	FOUNDRY:P054	26.0	False	True	UNADJUDICATED	evidence,representation	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
973	PARENT:R001_C313_BPISD	FOUNDRY:P109	26.0	False	True	UNADJUDICATED	evidence,representation	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
974	PARENT:R001_C313_BPISD	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
975	PARENT:R001_C313_BPISD	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
976	PARENT:R001_C313_BPISD	PARENT:R033_M420_OASRD	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
977	PARENT:R001_C313_BPISD	PARENT:R039_DECISION_BELIEF_DSBC	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
978	PARENT:R001_C313_BPISD	PARENT:R040_M147_SALC	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
979	PARENT:R001_C313_BPISD	PARENT:R042_PREDICTIVE_STATE_PSCT	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
980	PARENT:R001_C313_BPISD	PARENT:R047_MORTGAGE_COMPETING_MCRIS	26.0	False	True	UNADJUDICATED	evidence	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
981	PARENT:R016_M821_M839_FCMS	FOUNDRY:P057	26.0	False	True	UNADJUDICATED		decision,uncertainty	calibration,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
982	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P138	26.0	False	True	UNADJUDICATED	representation	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
983	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P140	26.0	False	True	UNADJUDICATED	representation	decision	calibration,decision,reduction,resilience,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
984	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P141	26.0	False	True	UNADJUDICATED	representation	decision	calibration,decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
985	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P142	26.0	False	True	UNADJUDICATED	representation	decision	calibration,decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
986	PARENT:R020_P848_P851_SCCRT	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED	representation	decision	calibration,decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
987	PARENT:R020_P848_P851_SCCRT	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	representation	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
988	PARENT:R020_P848_P851_SCCRT	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	representation	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
989	PARENT:R020_P848_P851_SCCRT	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	representation	decision	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
990	PARENT:R020_P848_P851_SCCRT	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED	representation	decision	calibration,decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
991	PARENT:R027_S426_S427_MIFF	FOUNDRY:P138	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
992	PARENT:R027_S426_S427_MIFF	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
993	PARENT:R027_S426_S427_MIFF	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
994	PARENT:R027_S426_S427_MIFF	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
995	PARENT:R027_S426_S427_MIFF	PARENT:R001_C313_BPISD	26.0	False	True	UNADJUDICATED	evidence	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
996	PARENT:R033_M420_OASRD	FOUNDRY:P140	26.0	False	True	UNADJUDICATED	representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
997	FOUNDRY:P030	LCB-K086	25.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
998	FOUNDRY:P037	PARENT:IM340_IM280_CWC	25.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
