supplier	consumer	shared_tags	supplier_strength	consumer_gap
P138	P096	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P109	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P111	acquisition	cost-aware measurement choice	channel model may be misspecified
P138	P136	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P144	acquisition	cost-aware measurement choice	channel model may be misspecified
P139	P001	selection	feasibility-gated selection	declared score
P139	P002	selection	feasibility-gated selection	declared score
P139	P003	selection	feasibility-gated selection	declared score
P139	P004	selection	feasibility-gated selection	declared score
P139	P005	selection	feasibility-gated selection	declared score
P139	P006	selection	feasibility-gated selection	declared score
P139	P007	selection	feasibility-gated selection	declared score
P139	P008	selection	feasibility-gated selection	declared score
P139	P012	selection	feasibility-gated selection	declared score
P139	P013	selection	feasibility-gated selection	declared score
P139	P014	selection	feasibility-gated selection	declared score
P139	P015	selection	feasibility-gated selection	declared score
P139	P016	selection	feasibility-gated selection	declared score
P139	P017	selection	feasibility-gated selection	declared score
P139	P019	selection	feasibility-gated selection	declared score
P139	P028	selection	feasibility-gated selection	declared score
P139	P034	selection	feasibility-gated selection	declared score
P139	P035	selection	feasibility-gated selection	declared score
P139	P038	selection	feasibility-gated selection	declared score
P139	P039	selection	feasibility-gated selection	declared score
P139	P061	selection	feasibility-gated selection	declared score
P139	P067	selection	feasibility-gated selection	declared score
P139	P068	selection	feasibility-gated selection	declared score
P139	P077	selection	feasibility-gated selection	declared score
P139	P100	selection	feasibility-gated selection	declared score
P139	P101	selection	feasibility-gated selection	declared score
P139	P102	selection	feasibility-gated selection	declared score
P139	P103	selection	feasibility-gated selection	declared score
P139	P104	selection	feasibility-gated selection	declared score
P139	P105	selection	feasibility-gated selection	declared score
P139	P116	selection	feasibility-gated selection	declared score
P139	P118	selection	feasibility-gated selection	declared score
P139	P120	selection	feasibility-gated selection	declared score
P139	P121	selection	feasibility-gated selection	declared score
P139	P124	selection	feasibility-gated selection	declared score
P139	P127	selection	feasibility-gated selection	declared score
P139	P128	selection	feasibility-gated selection	declared score
P139	P129	selection	feasibility-gated selection	declared score
P139	P130	selection	feasibility-gated selection	declared score
P139	P132	selection	feasibility-gated selection	declared score
P139	P133	selection	feasibility-gated selection	declared score
P139	P134	selection	feasibility-gated selection	declared score
P140	P022	audit	protected-selection comparison	holdout may not represent deployment
P140	P027	audit	protected-selection comparison	certificate failure is not universal impossibility
P140	P032	support	protected-selection comparison	support diagnostics do not create missing observations
P140	P040	audit	protected-selection comparison	requires a representative protected shell
P140	P042	audit	protected-selection comparison	declared loss may omit real consequences
P140	P047	audit	protected-selection comparison	current exposure does not cover every future path
P140	P048	audit	protected-selection comparison	requires a representative protected shell
P140	P051	audit	protected-selection comparison	holdout may not represent deployment
P140	P053	audit	protected-selection comparison	declared loss may omit real consequences
P140	P055	audit	protected-selection comparison	holdout may not represent deployment
P140	P064	audit	protected-selection comparison	protected shell choice
P140	P065	support	protected-selection comparison	grid and calibration remain operator-declared
P140	P069	audit	protected-selection comparison	holdout may not represent deployment
P140	P072	audit	protected-selection comparison	holdout may not represent deployment
P140	P078	audit	protected-selection comparison	protected shell choice
P140	P081	audit	protected-selection comparison	requires a representative protected shell
P140	P086	audit	protected-selection comparison	protected shell choice
P140	P090	support	protected-selection comparison	declared loss may omit real consequences
P140	P094	audit	protected-selection comparison	protected shell choice
P140	P095	audit,support	protected-selection comparison	requires a representative protected shell
P140	P097	audit	protected-selection comparison	protected shell choice
P140	P098	audit	protected-selection comparison	protected shell choice
P140	P106	audit	protected-selection comparison	holdout may not represent deployment
P140	P107	audit	protected-selection comparison	declared loss may omit real consequences
P140	P110	burnout	protected-selection comparison	grid and calibration remain operator-declared
P140	P113	audit	protected-selection comparison	declared loss may omit real consequences
